scenario,model,metric,mean,min,max,folds
gaussian_noise,automata,accuracy,0.7230215827338129,0.7230215827338129,0.7230215827338129,1
gaussian_noise,automata,precision,0.0547945205479452,0.0547945205479452,0.0547945205479452,1
gaussian_noise,automata,recall,0.3333333333333333,0.3333333333333333,0.3333333333333333,1
gaussian_noise,automata,f1,0.09411764705882353,0.09411764705882353,0.09411764705882353,1
gaussian_noise,lstm,accuracy,0.7213930348258707,0.7213930348258707,0.7213930348258707,1
gaussian_noise,lstm,precision,0.09130434782608696,0.09130434782608696,0.09130434782608696,1
gaussian_noise,lstm,recall,0.5833333333333334,0.5833333333333334,0.5833333333333334,1
gaussian_noise,lstm,f1,0.15789473684210525,0.15789473684210525,0.15789473684210525,1
gaussian_noise,gru,accuracy,0.9589552238805971,0.9589552238805971,0.9589552238805971,1
gaussian_noise,gru,precision,0.6153846153846154,0.6153846153846154,0.6153846153846154,1
gaussian_noise,gru,recall,0.2222222222222222,0.2222222222222222,0.2222222222222222,1
gaussian_noise,gru,f1,0.32653061224489793,0.32653061224489793,0.32653061224489793,1
gaussian_noise,cnn1d,accuracy,0.8308457711442786,0.8308457711442786,0.8308457711442786,1
gaussian_noise,cnn1d,precision,0.09016393442622951,0.09016393442622951,0.09016393442622951,1
gaussian_noise,cnn1d,recall,0.3055555555555556,0.3055555555555556,0.3055555555555556,1
gaussian_noise,cnn1d,f1,0.13924050632911392,0.13924050632911392,0.13924050632911392,1
