,automata,lstm,gru,cnn1d
original,0.4722222222222222,0.4444444444444444,0.19444444444444445,0.5555555555555556
gaussian_noise,0.5555555555555556,0.4722222222222222,0.2222222222222222,0.5555555555555556
unseen,0.5833333333333334,0.5277777777777778,0.027777777777777776,0.6111111111111112
