scenario,model,metric,mean,min,max,folds
unseen,automata,accuracy,0.54632972322503,0.54632972322503,0.54632972322503,1
unseen,automata,precision,0.05483028720626632,0.05483028720626632,0.05483028720626632,1
unseen,automata,recall,0.5833333333333334,0.5833333333333334,0.5833333333333334,1
unseen,automata,f1,0.10023866348448687,0.10023866348448687,0.10023866348448687,1
unseen,lstm,accuracy,0.6293532338308457,0.6293532338308457,0.6293532338308457,1
unseen,lstm,precision,0.07741935483870968,0.07741935483870968,0.07741935483870968,1
unseen,lstm,recall,0.6666666666666666,0.6666666666666666,0.6666666666666666,1
unseen,lstm,f1,0.13872832369942195,0.13872832369942195,0.13872832369942195,1
unseen,gru,accuracy,0.8917910447761194,0.8917910447761194,0.8917910447761194,1
unseen,gru,precision,0.09523809523809523,0.09523809523809523,0.09523809523809523,1
unseen,gru,recall,0.16666666666666666,0.16666666666666666,0.16666666666666666,1
unseen,gru,f1,0.12121212121212122,0.12121212121212122,0.12121212121212122,1
unseen,cnn1d,accuracy,0.7873134328358209,0.7873134328358209,0.7873134328358209,1
unseen,cnn1d,precision,0.09090909090909091,0.09090909090909091,0.09090909090909091,1
unseen,cnn1d,recall,0.4166666666666667,0.4166666666666667,0.4166666666666667,1
unseen,cnn1d,f1,0.14925373134328357,0.14925373134328357,0.14925373134328357,1
