,automata,lstm,gru,cnn1d
original,0.6546329723225031,0.8146766169154229,0.9353233830845771,0.75
gaussian_noise,0.6101083032490975,0.8233830845771144,0.9365671641791045,0.7562189054726368
unseen,0.5126353790613718,0.7251243781094527,0.9029850746268657,0.6890547263681592
