,automata,lstm,gru,cnn1d
original,0.5,0.5833333333333334,0.2222222222222222,0.3333333333333333
gaussian_noise,0.5277777777777778,0.5833333333333334,0.2222222222222222,0.3055555555555556
unseen,0.75,0.6666666666666666,0.16666666666666666,0.4166666666666667
