,automata,lstm,gru,cnn1d
original,0.7997601918465228,0.8146766169154229,0.9353233830845771,0.75
gaussian_noise,0.7889688249400479,0.8233830845771144,0.9365671641791045,0.7562189054726368
unseen,0.657074340527578,0.7251243781094527,0.9029850746268657,0.6890547263681592
