scenario,model,metric,mean,min,max,folds
original,automata,accuracy,0.6546329723225031,0.6546329723225031,0.6546329723225031,1
original,automata,precision,0.0627177700348432,0.0627177700348432,0.0627177700348432,1
original,automata,recall,0.5,0.5,0.5,1
original,automata,f1,0.11145510835913312,0.11145510835913312,0.11145510835913312,1
original,lstm,accuracy,0.8146766169154229,0.8146766169154229,0.8146766169154229,1
original,lstm,precision,0.1103448275862069,0.1103448275862069,0.1103448275862069,1
original,lstm,recall,0.4444444444444444,0.4444444444444444,0.4444444444444444,1
original,lstm,f1,0.17679558011049723,0.17679558011049723,0.17679558011049723,1
original,gru,accuracy,0.9353233830845771,0.9353233830845771,0.9353233830845771,1
original,gru,precision,0.23333333333333334,0.23333333333333334,0.23333333333333334,1
original,gru,recall,0.19444444444444445,0.19444444444444445,0.19444444444444445,1
original,gru,f1,0.21212121212121213,0.21212121212121213,0.21212121212121213,1
original,cnn1d,accuracy,0.75,0.75,0.75,1
original,cnn1d,precision,0.0975609756097561,0.0975609756097561,0.0975609756097561,1
original,cnn1d,recall,0.5555555555555556,0.5555555555555556,0.5555555555555556,1
original,cnn1d,f1,0.16597510373443983,0.16597510373443983,0.16597510373443983,1
