,automata,lstm,gru,cnn1d
original,0.10810810810810811,0.15671641791044777,0.32653061224489793,0.1643835616438356
gaussian_noise,0.10062893081761007,0.15789473684210525,0.32653061224489793,0.13924050632911392
unseen,0.1048951048951049,0.13872832369942195,0.12121212121212122,0.14925373134328357
