,automata,lstm,gru,cnn1d
original,0.5944910499076693,0.6492172858548046,0.6492172858548046,0.6492172858548046
gaussian_noise,0.6428964868309518,0.6492172858548046,0.6469029233244648,0.6492172858548046
unseen,0.5600618624700872,0.6492172858548046,0.6492172858548046,0.6492172858548046
