,automata,lstm,gru,cnn1d
original,0.12532141202690122,0.5065457768450929,0.0,0.5223087213247655
gaussian_noise,0.02174340297945914,0.44832975867776204,0.013802083333333335,0.4315505352822081
unseen,0.2610614806292587,0.5190276547466998,0.0,0.4766083527731088
