,automata,lstm,gru,cnn1d
original,0.020446777538781748,0.0,0.0059738643434972,0.0
gaussian_noise,0.0020509788016312516,0.0,0.050476188161169874,0.0
unseen,0.16755967274637515,0.0,0.0043559427504667085,0.0
