,automata,lstm,gru,cnn1d
original,0.24305666085866612,0.0,0.11162790697674418,0.0
gaussian_noise,0.29757575757575755,0.0,0.14202461354376889,0.0
unseen,0.34781771227343083,0.0,0.07608695652173914,0.0
