,automata,lstm,gru,cnn1d
original,0.5631121847033588,0.6492172858548046,0.6492172858548046,0.6492172858548046
gaussian_noise,0.6383873657415158,0.6492172858548046,0.6469029233244648,0.6492172858548046
unseen,0.5349695207456691,0.6492172858548046,0.6492172858548046,0.6492172858548046
