,automata,lstm,gru,cnn1d
original,0.03640670063923619,0.0,0.011340815121086829,0.0
gaussian_noise,0.004052617841899896,0.0,0.07135267383668284,0.0
unseen,0.2258730508142178,0.0,0.00824014125956445,0.0
