,automata,lstm,gru,cnn1d
original,0.6380469681310255,0.6492172858548046,0.649662125712456,0.6492172858548046
gaussian_noise,0.6508189599790704,0.6492172858548046,0.635311687526271,0.6492172858548046
unseen,0.6001611363372066,0.6492172858548046,0.6482386381679719,0.6492172858548046
